User country,Nr. reviews,Nr. hotel reviews,Helpful votes,Score,Period of stay,Traveler type,Pool,Gym,Tennis court,Spa,Casino,Free internet,Hotel name,Hotel stars,Nr. rooms,User continent,Member years,Review month,Review weekday
USA,39.0,10.0,13.0,4.0,Mar-May,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,3.0,April,Wednesday
India,1.0,0.0,3.0,2.0,Mar-May,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Asia,0.0,May,Thursday
USA,108.0,20.0,22.0,3.0,Mar-May,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,5.0,May,Thursday
Malaysia,119.0,20.0,46.0,5.0,Jun-Aug,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Asia,1.0,June,Sunday
USA,27.0,15.0,17.0,3.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,6.0,June,Tuesday
Germany,55.0,55.0,134.0,5.0,Jun-Aug,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Europe,5.0,July,Wednesday
Canada,7.0,3.0,7.0,4.0,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,3.0,July,Friday
Canada,3.0,3.0,2.0,3.0,Jun-Aug,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,0.0,August,Wednesday
Australia,27.0,15.0,16.0,5.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Oceania,5.0,September,Sunday
USA,13.0,4.0,6.0,5.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,0.0,September,Wednesday
UK,19.0,11.0,14.0,3.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,Europe,5.0,October,Sunday
Canada,38.0,12.0,17.0,5.0,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,7.0,October,Friday
USA,167.0,71.0,119.0,4.0,Sep-Nov,Couples,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,8.0,November,Sunday
USA,28.0,6.0,9.0,3.0,Sep-Nov,Business,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,3.0,November,Tuesday
Canada,9.0,8.0,5.0,5.0,Dec-Feb,Families,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,4.0,December,Sunday
USA,13.0,4.0,4.0,5.0,Dec-Feb,Friends,YES,YES,YES,YES,YES,YES,Tuscany Las Vegas Suites & Casino,3.0,716.0,North America,5.0,December,Tuesday
USA,65.0,24.0,72.0,3.0,Dec-Feb,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,6.0,January,Monday
USA,8.0,3.0,3.0,5.0,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,3.0,January,Thursday
UK,61.0,13.0,26.0,2.0,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,Europe,4.0,February,Sunday
USA,3.0,3.0,8.0,2.0,Dec-Feb,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,1.0,February,Saturday
USA,66.0,13.0,21.0,5.0,Mar-May,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,9.0,March,Friday
USA,9.0,7.0,4.0,5.0,Mar-May,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,2.0,March,Tuesday
USA,82.0,14.0,61.0,3.0,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,1.0,April,Wednesday
Canada,113.0,48.0,33.0,3.0,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,4.0,April,Sunday
USA,11.0,8.0,12.0,3.0,Mar-May,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,6.0,May,Sunday
Canada,2.0,1.0,1.0,3.0,Mar-May,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,3.0,May,Tuesday
USA,31.0,11.0,24.0,5.0,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,2.0,June,Wednesday
Australia,32.0,12.0,22.0,4.0,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,Oceania,5.0,June,Wednesday
Canada,45.0,6.0,22.0,5.0,Jun-Aug,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,3.0,July,Thursday
USA,17.0,4.0,4.0,4.0,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,0.0,August,Sunday
USA,23.0,23.0,11.0,5.0,Jun-Aug,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,1.0,August,Sunday
Canada,56.0,18.0,24.0,5.0,Sep-Nov,Friends,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,4.0,September,Saturday
Australia,26.0,7.0,9.0,4.0,Sep-Nov,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,Oceania,0.0,October,Friday
India,116.0,44.0,53.0,4.0,Sep-Nov,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,Asia,5.0,October,Saturday
Czech Republic,14.0,5.0,15.0,4.0,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,Europe,5.0,November,Thursday
USA,13.0,7.0,1.0,5.0,Sep-Nov,Business,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,4.0,November,Sunday
USA,20.0,9.0,25.0,4.0,Dec-Feb,Couples,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,8.0,December,Tuesday
Mexico,3.0,3.0,3.0,5.0,Dec-Feb,Families,YES,YES,NO,NO,NO,YES,Hilton Grand Vacations at the Flamingo,3.0,315.0,North America,2.0,December,Wednesday
USA,17.0,3.0,12.0,4.0,Dec-Feb,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,2.0,January,Monday
Australia,21.0,11.0,13.0,5.0,Dec-Feb,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Oceania,4.0,January,Sunday
USA,60.0,11.0,33.0,5.0,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,3.0,February,Thursday
Canada,12.0,4.0,15.0,5.0,Dec-Feb,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,11.0,February,Monday
USA,27.0,12.0,51.0,5.0,Mar-May,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,4.0,March,Tuesday
USA,34.0,12.0,35.0,4.0,Mar-May,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,3.0,March,Tuesday
Canada,69.0,22.0,38.0,5.0,Mar-May,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,6.0,April,Thursday
USA,16.0,4.0,7.0,5.0,Mar-May,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,4.0,April,Saturday
Australia,26.0,5.0,5.0,4.0,Mar-May,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Oceania,1.0,May,Thursday
USA,54.0,10.0,15.0,4.0,Mar-May,Business,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,5.0,May,Tuesday
UK,35.0,17.0,27.0,5.0,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Europe,6.0,June,Tuesday
India,23.0,12.0,7.0,5.0,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Asia,7.0,June,Saturday
UK,6.0,3.0,14.0,5.0,Jun-Aug,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Europe,3.0,July,Sunday
USA,27.0,8.0,16.0,4.0,Jun-Aug,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,4.0,July,Thursday
Canada,12.0,4.0,6.0,5.0,Jun-Aug,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,2.0,August,Monday
USA,14.0,3.0,14.0,5.0,Sep-Nov,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,6.0,September,Tuesday
USA,415.0,162.0,265.0,4.0,Sep-Nov,Business,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,8.0,September,Sunday
Ireland,76.0,27.0,32.0,3.0,Sep-Nov,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Europe,6.0,October,Thursday
UK,24.0,12.0,30.0,4.0,Sep-Nov,Couples,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Europe,4.0,October,Monday
Japan,23.0,9.0,23.0,3.0,Sep-Nov,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,Asia,4.0,November,Monday
USA,182.0,24.0,47.0,4.0,Sep-Nov,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,2.0,November,Sunday
USA,289.0,28.0,133.0,4.0,Dec-Feb,Families,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,5.0,December,Tuesday
Canada,101.0,35.0,46.0,5.0,Dec-Feb,Friends,YES,YES,YES,NO,NO,YES,Wyndham Grand Desert,3.5,787.0,North America,5.0,December,Saturday
Ireland,31.0,11.0,20.0,4.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,2.0,January,Friday
USA,20.0,6.0,9.0,5.0,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,0.0,January,Wednesday
USA,60.0,16.0,15.0,4.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,5.0,February,Saturday
Mexico,1.0,0.0,2.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,0.0,February,Sunday
USA,9.0,3.0,13.0,3.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,2.0,March,Thursday
USA,19.0,7.0,5.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,5.0,March,Wednesday
Israel,116.0,78.0,206.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Asia,9.0,April,Sunday
Australia,22.0,13.0,26.0,4.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Oceania,2.0,April,Friday
Australia,83.0,10.0,26.0,4.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Oceania,1.0,May,Tuesday
UK,20.0,3.0,9.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,0.0,May,Monday
USA,7.0,5.0,6.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,1.0,June,Monday
USA,95.0,34.0,46.0,5.0,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,6.0,June,Sunday
Australia,15.0,6.0,19.0,4.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Oceania,4.0,July,Wednesday
UK,13.0,7.0,12.0,4.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,5.0,July,Sunday
Canada,19.0,8.0,24.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,10.0,August,Wednesday
UK,21.0,6.0,15.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,3.0,August,Saturday
UK,56.0,11.0,14.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,5.0,September,Friday
UK,29.0,7.0,15.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,7.0,September,Thursday
Brazil,20.0,0.0,8.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,South America,2.0,October,Friday
UK,39.0,20.0,31.0,4.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,8.0,October,Thursday
Switzerland,9.0,6.0,3.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Europe,5.0,November,Saturday
Australia,43.0,38.0,29.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Oceania,4.0,November,Saturday
Singapore,16.0,10.0,11.0,5.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,Asia,9.0,December,Thursday
USA,6.0,6.0,12.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Venetian Las Vegas Hotel,5.0,4027.0,North America,10.0,December,Wednesday
Australia,16.0,6.0,3.0,4.0,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Oceania,3.0,January,Saturday
USA,15.0,3.0,13.0,5.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,5.0,January,Thursday
USA,30.0,6.0,26.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,3.0,February,Tuesday
USA,41.0,9.0,111.0,5.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,1.0,February,Friday
India,44.0,35.0,53.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Asia,6.0,March,Tuesday
USA,30.0,9.0,17.0,2.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,0.0,March,Tuesday
Ireland,23.0,10.0,18.0,5.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,4.0,April,Monday
Spain,3.0,0.0,8.0,2.0,Mar-May,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,3.0,April,Tuesday
UK,12.0,6.0,16.0,3.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,3.0,May,Friday
UK,5.0,0.0,5.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,0.0,June,Wednesday
USA,32.0,5.0,11.0,4.0,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,6.0,June,Sunday
USA,28.0,5.0,23.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,5.0,July,Friday
Korea,77.0,18.0,48.0,4.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Asia,10.0,July,Saturday
USA,11.0,8.0,2.0,4.0,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,0.0,August,Monday
Scotland,102.0,25.0,37.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,6.0,August,Sunday
Ireland,13.0,3.0,2.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,6.0,September,Tuesday
USA,62.0,13.0,31.0,4.0,Sep-Nov,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,2.0,September,Tuesday
UK,26.0,22.0,42.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,5.0,October,Sunday
UK,13.0,6.0,12.0,4.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,1.0,October,Saturday
UK,26.0,18.0,43.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Europe,4.0,November,Monday
Canada,17.0,10.0,39.0,5.0,Sep-Nov,Friends,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,North America,3.0,November,Saturday
India,4.0,4.0,1.0,4.0,Dec-Feb,Business,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Asia,1.0,December,Monday
Malaysia,20.0,18.0,19.0,2.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,Bellagio Las Vegas,5.0,3933.0,Asia,4.0,December,Friday
USA,14.0,3.0,7.0,4.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,7.0,January,Saturday
Canada,19.0,3.0,12.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,1.0,January,Wednesday
USA,116.0,12.0,43.0,4.0,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,4.0,February,Tuesday
USA,121.0,13.0,59.0,2.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,9.0,March,Tuesday
USA,14.0,7.0,6.0,5.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,2.0,March,Friday
USA,56.0,16.0,54.0,4.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,9.0,April,Tuesday
Canada,73.0,4.0,39.0,3.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,3.0,April,Monday
USA,9.0,5.0,4.0,5.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,6.0,May,Thursday
Australia,30.0,12.0,38.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,Oceania,4.0,June,Saturday
Costa Rica,130.0,19.0,49.0,3.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,6.0,June,Sunday
USA,50.0,15.0,23.0,4.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,3.0,July,Friday
UK,22.0,9.0,11.0,4.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,Europe,3.0,July,Wednesday
Egypt,85.0,37.0,65.0,5.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,Africa,4.0,August,Friday
USA,73.0,7.0,26.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,3.0,August,Thursday
USA,20.0,10.0,27.0,4.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,2.0,September,Thursday
Canada,13.0,6.0,13.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,2.0,September,Tuesday
Canada,18.0,3.0,10.0,2.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,2.0,October,Monday
USA,6.0,4.0,6.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,0.0,October,Saturday
USA,48.0,8.0,25.0,4.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,6.0,November,Monday
USA,24.0,3.0,5.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,0.0,November,Sunday
Canada,123.0,26.0,63.0,5.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,4.0,December,Saturday
USA,24.0,7.0,6.0,4.0,Dec-Feb,Friends,YES,YES,NO,YES,YES,YES,Paris Las Vegas,4.0,2916.0,North America,1.0,December,Thursday
USA,15.0,3.0,4.0,3.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,7.0,January,Tuesday
Italy,189.0,72.0,129.0,4.0,Dec-Feb,Solo,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,Europe,3.0,February,Friday
USA,25.0,19.0,27.0,3.0,Dec-Feb,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,8.0,February,Monday
USA,33.0,11.0,12.0,5.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,4.0,March,Wednesday
USA,14.0,7.0,13.0,5.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,4.0,March,Thursday
USA,38.0,22.0,47.0,4.0,Mar-May,Business,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,4.0,April,Monday
Egypt,169.0,43.0,85.0,4.0,Mar-May,Solo,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,Africa,12.0,April,Sunday
USA,20.0,17.0,21.0,3.0,Mar-May,Friends,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,4.0,May,Sunday
USA,17.0,10.0,18.0,4.0,Mar-May,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,3.0,May,Tuesday
USA,96.0,47.0,161.0,4.0,Jun-Aug,Solo,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,11.0,June,Monday
USA,38.0,13.0,11.0,3.0,Jun-Aug,Business,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,5.0,June,Sunday
USA,9.0,8.0,1.0,5.0,Jun-Aug,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,6.0,July,Monday
USA,23.0,21.0,22.0,3.0,Jun-Aug,Families,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,7.0,August,Wednesday
USA,30.0,27.0,19.0,5.0,Sep-Nov,Solo,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,6.0,September,Friday
USA,63.0,16.0,59.0,3.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,11.0,September,Wednesday
UK,15.0,4.0,8.0,5.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,Europe,1.0,October,Sunday
Canada,50.0,13.0,29.0,4.0,Sep-Nov,Couples,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,8.0,November,Thursday
USA,9.0,6.0,5.0,2.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,9.0,December,Wednesday
USA,20.0,19.0,112.0,4.0,Dec-Feb,Families,YES,YES,NO,YES,YES,YES,The Westin las Vegas Hotel Casino & Spa,4.0,826.0,North America,5.0,December,Tuesday
